Claim Cost (USD) (United Stated Dollar),Claim Recorded Date,Claim Recorded Month,Claim Recorded Year,Consumer State,Consumer Zip Code,Country of Service,Country of Service-Description,Failure Date,GSIR Base Warranty Flag,GSIR Base Warranty Flag-Description,Global Component Code,Global Component Code-Description,Global Component Group,Global Component Group-Description,Global Component Section,Global Component Section-Description,Global Defect Code,Global Defect Code-Description,Global Defect Section,Global Defect Section-Description,Global Repair Action Code,Global Repair Action Code-Description,Global Symptom Code,Global Symptom Code-Description,Global Symptom Group,Global Symptom Group-Description,Labor Cost (USD) (United Stated Dollar),Months in Service,NAR Kenmore Job Code,NAR Kenmore Job Code-Description,Part Cost (USD) (United Stated Dollar),Parts Replaced Flag,Parts Replaced Quantity,Region Service Component Code,Region Service Component Code-Description,Region Service Condition Code,Region Service Condition Code-Description,Region of Service,Region of Service-Description,Repeat Repair Flag,Repeat Repair Interval,Service Claim Id,Service Claim Type,Service Claim Type-Description,Service Company Number,Service Company Number-Description,Service Company Type,Service Company Type-Description,Service Complete Date,Service Provider Code,Service Provider Code-Description,Service Request Number,Service Responsibility Code,Service Responsibility Code-Description,Stock Repair Flag,Warranty Type Code,Warranty Type Code-Description,Customer Requested Comment,Service Technician Comment,Componente ,Horizon comment,Active SKU Flag,Active SKU Flag-Description,Architecture Code,Architecture Code-Description,Brand,Brand-Description,Unadjusted Total Claim Count,Commercial Segment,Commercial Segment-Description,DPL Platform Code,DPL Platform Code-Description,Division,Division-Description,Electronic Control Flag,Electronic Control Flag-Description,Comment,Engineering Model Number,Engineering Model Number-Description,GSIR Product Flag,GSIR Product Flag-Description,Global Product Category,Global Product Category-Description,Global Product Code,Global Product Code-Description,Global Product Family,Global Product Family-Description,Global Product Group,Global Product Group-Description,Global Product Platform,Global Product Platform-Description,NAR Product Code,NAR Product Code-Description,NAR Product Main Group,NAR Product Main Group-Description,NAR Product Summary Group,NAR Product Summary Group-Description,OEM Supplier,OEM Supplier-Description,Product Id,Production Date,Production Line,Production Line-Description,Production Month,Production Quarter,Production Shift,Production Shift-Description,Production Year,Production Year Week,Purchase Date,Sales Model Number,Sales Model Number-Description,Serial Number,Ship-to Channel,Ship-to Channel-Description,Ship-to High Level,Ship-to High Level-Description,Ship-to State,Shipped Date,Shipped Month,Shipped Year,Shipped-to Country,Shipped-to Country-Description,Shipped-to Region,Shipped-to Region-Description,Sold-to Name,Sold-to Name-Description,,
253.81,2019-12-04,2019/12,2019,?,76150,?,(?),2019-11-28,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,253.81,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1086050340,SC,SERVICE CALL (SC),78215,78215 (78215),?,UNKNOWN (?),2019-11-29,?,NOT APPLICABLE (?),476343110,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),NO SE PUEDE PROGRAMAR,P. NO ENCIENDE C. C. TARJETA QUEMADA S. SE MANDA INFORMACIÓPARA ACP ELEKTRA,Borrar ,Borrar ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Borrar,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93352717,2019-08-19,?,(?),2019/08,2019Q3,?,(?),2019,201933,2019-11-15,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93352717,?,(?),?,(?),NUEVO LEON,2019-08-22,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-11-28,2019/11,2019,?,66410,?,(?),2019-11-22,y, ,1850,FOOT/SPACER (1850),AS01,Base_Plate (AS01),AS,APPLIANCE STRUCTURE (AS),N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,3,?,(?),0,N,0,213,LEVL LEG/ROLL/CAST (213),90,EXPN GEN OPER (90),NAR,North America (NAR),N,0,1086024832,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-11-26,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),GARCIS12/ GOLPETEA AL MOMENTO DE EXPRIMIR / TARDA EN EXPRIMIR,FLOREN5- P- ALARMA DE DESVALANCE C- EQUIPO CON DECLIVE HACIAATR�?S SE ENCUENTRA MONTADO EN UNA BASE MET�?LICA Y LAS PATADE ATR�?S NO SIENTAN EN LA BASE S- SE DA EVIDENCIA AL CLIENTE,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92347360,2019-06-10,?,(?),2019/06,2019Q2,?,(?),2019,201923,2019-09-15,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92347360,1105,MX Horizontal (1105),2087978,IMPULSORA LM (0002087978),NUEVO LEON,2019-06-20,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),2086548,"BODEGAS-TIENDA LM , SA DE CV (0002086548",,
0.01,2019-12-13,2019/12,2019,BAJA CALIFORNIA N,22127,MX,Mexico (MX),2019-12-09,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,3,?,(?),0,N,0,555,CUST REFUSED RPR (555),BZ,REPAIR TOO EXPENS (BZ),NAR,North America (NAR),Y,0,1086128066,SC,SERVICE CALL (SC),77941,77941 (77941),?,UNKNOWN (?),2019-12-11,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),PENATA / NO PRENDE / TEL MUEB ECOTECNOLOGIA 664-119-4123 REPCLAUIDA GUTIEREZ/,P.NO PRENDE C.SE INTERVIENE EQUIPO POR PERSONA A AJENA A WH IRPOOL _SE LE COMENTA QUE NO PASA GARANTIA _CLIENTE NO CUENTA CON TIKET S.SE COBRA VISITA YA QUE CLIENTE NO CUENTA CON CTIKET Y SE DEJA PRESUPUESTO _CLIENTE COMENTA QUE CONOCE A GERENTE DE MUEBLERIA _SE ENV�?A EVIDENCIA A GERENTE DE TIENDA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL93020214,2019-07-12,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-10-08,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL93020214,?,(?),?,(?),GUANAJUATO,2019-07-26,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
301.28,2019-10-27,2019/10,2019,?,37530,?,(?),2019-10-23,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,301.28,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085798867,SC,SERVICE CALL (SC),47715,47715 (47715),?,UNKNOWN (?),2019-10-24,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CANTUF NO ENCIENDE Y AUTOMATICO HACE MUCHO RUIDO // REP. GU STVO LOPEZ MUEB. RYSE TEL. 7630808,24/10/2019M.V.L.T.TECNICO ANDRES ZAVALA P.- NO E NCIEDE E L AUTOMATICO Y HACE MUCHO RUIDO C.- EL CLIENTE NO SABE USAR EL AAPRATO S.- S ELAVO UN CICLOC OCN EL CLIENTE PAR A QUE VIERA EL FUNCIONAMEINTO DEL APARATO Y EN TODO M OMENTO TRABAJO BIEN SOLO INDICAICONES DE USO Y FUNCIONAM IENTO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL92910714,2019-07-06,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-09-30,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL92910714,?,(?),?,(?),GUANAJUATO,2019-07-20,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
257.68,2019-12-04,2019/12,2019,JALISCO,44700,MX,Mexico (MX),2019-11-28,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,257.68,5,?,(?),0,N,0,555,CUST REFUSED RPR (555),BZ,REPAIR TOO EXPENS (BZ),NAR,North America (NAR),N,0,1086047645,SC,SERVICE CALL (SC),47549,47549 (47549),?,UNKNOWN (?),2019-11-30,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),DUARTM4 NO ENCIENDE,TAG B MB P. NO ENCIENDE C. TARJETA CON PLAGA DE CUCARACHAS S. SE COTIZO TARJETA_ CLIENTE LLAMA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92563221,2019-06-24,?,(?),2019/06,2019Q2,?,(?),2019,201925,2019-07-08,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92563221,5100,MX National Chains (,2087861,"ELEKTRA DEL MILENIO,S.A.DE C.V (00020878",ESTADO DE MEXICO,2019-06-27,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),2086412,"NUEVA ELEKTRA DEL MILENIO,S.A.DE C. (000",,
0.01,2019-09-26,2019/09,2019,SINALOA,82124,MX,Mexico (MX),2019-09-17,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),Y,0,1085584685,SC,SERVICE CALL (SC),47431,47431 (47431),?,UNKNOWN (?),2019-09-20,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),ALUNARM1 R NO EXPRIME ANTECEDENTE D1089692189,20/09 PLS P. NO EXPRIME. C. TARJETA BLOQUEADA. S. SE DESBLOQUEO TARJETA_ SE LE INDICO AL CLIENTE QUE HACER EN CASO DE QUE VUELVA A PASAR_ ADEMAS DE QUE SE CORRIGIÓ POSICIÓN DEL IERRUPTOR DE BALANCE. 128 VOLTS 5.01 AMP SI TIERRA F�?SICA M ANUEL ZATARAIN,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),3,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL92910774,2019-07-05,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-07-22,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL92910774,?,(?),?,(?),ESTADO DE MEXICO,2019-07-19,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
0.01,2019-10-19,2019/10,2019,MORELOS,62599,MX,Mexico (MX),2019-10-10,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),Y,0,1085744400,SC,SERVICE CALL (SC),47691,47691 (47691),?,UNKNOWN (?),2019-10-14,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),CONTF11 NO LAVA NO REALIZA CICLOS ANT D1094720385 REP . MARIA DE LA LUZ MUEB. FAMSA TEL 7773093064,FRM P. NO REALIZA LOS CICLOS DE LAVADO. C. TRANSMISION DES GASTADA. S. CLIENTA NO NOS ACEPTA LA REPARACION_ QUEDO EN Q UE VA IR A LA TIENDA A SOLICITAR EL CAMBIO DEL EQUIPO. TEC. M_P.,Servicio,Servicio,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Servicio - antecedente ,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92565210,2019-06-24,?,(?),2019/06,2019Q2,?,(?),2019,201925,2019-10-04,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92565210,5100,MX National Chains (,2087876,"GRUPO FAMSA, S.A. DE C.V. (0002087876)",NUEVO LEON,2019-06-29,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),2086747,"GRUPO FAMSA, S.A.B. DE C.V. (0002086747)",,
207.01,2019-11-16,2019/11,2019,?,31137,?,(?),2019-11-10,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,207.01,2,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085946040,SC,SERVICE CALL (SC),79273,79273 (79273),?,UNKNOWN (?),2019-11-12,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),ALEXAS8// REPITE EL MISMO CICLO O EN OCASIONES BRINCA DE CICLO EN VEZ DE IR EN ORDEN.,P- REPITE EL CICLO C-RUTINA DE DESBALANCEO DETECTADA S- SE EXPLICO FALLA AL CLIENTE Y SE RECOMENDO CONSULTAR LA PAGINA DE VIDEOS DE WHIRLPOOL,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1999EI2,8MWTW1999EI2 (8MWTW1999EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1999EI:HL92910293,2019-07-04,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-09-14,8MWTW1999EI,LAV. AUTOMATICA NE (8MWTW1999EI),HL92910293,?,(?),?,(?),GUANAJUATO,2019-07-18,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
207,2019-09-03,2019/09,2019,SAN LUIS POTOS�?,78360,MX,Mexico (MX),2019-08-29,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,207,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1085417925,SC,SERVICE CALL (SC),47421,47421 (47421),?,UNKNOWN (?),2019-08-30,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),GARZA28 DEMOSTRACION DE USO Y MANEJO,EPR. DEMOSTRACIÓN C APARTO CON GOLPE S. REVISIÓN _ CLIENTEEGRESARA APARTO A TIENDA,Servicio,Servicio,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Servicio,8MWTW2011EI1,8MWTW2011EI1 (8MWTW2011EI1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2011EI:HL92010218,2019-05-04,?,(?),2019/05,2019Q2,?,(?),2019,201920,2019-08-21,8MWTW2011EI,8MWTW2011EI (8MWTW2011EI),HL92010218,?,(?),?,(?),NUEVO LEON,2019-05-18,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
248,2019-12-17,2019/12,2019,YUCAT�?N,97306,MX,Mexico (MX),2019-12-09,y, ,7660,HOSE WASHERS/SCREENS/VALVE SCREENS (7660),?, ,?, ,M1,"Blocked, clogged (M1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,248,1,?,(?),0,N,0,315,HOSE WASHR/SCREENS (315),11,PLUGGED/BLOCKED (11),NAR,North America (NAR),N,0,1086147772,SC,SERVICE CALL (SC),65644,65644 (65644),?,UNKNOWN (?),2019-12-14,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),GARCIB11 / REP: FRANICSCO CAWICHT MUEB: WALMART TEL: 9991961556 / NO ESTA COMPLETANDO LOS CICLO_ NO ENGUAGA_ NO CE NTRIGUA_ N,PROBLEMA. NO LLENA CAUSA: FILTROS SUCIOS SOLUICON. SE LIMPIAN LOS FILTROS Y SE PRUEBA EL EQUIPO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1900CG3,8MWTW1900CG3 (8MWTW1900CG3),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1900CG:HL92013829,2019-05-20,?,(?),2019/05,2019Q2,?,(?),2019,201920,2019-11-13,8MWTW1900CG,LAV. AUTOMATICA NE (8MWTW1900CG),HL92013829,?,(?),?,(?),NUEVO LEON,2019-05-21,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
0.01,2019-08-08,2019/08,2019,?,67190,?,(?),2019-08-02,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),BZ,REPAIR TOO EXPENS (BZ),NAR,North America (NAR),N,0,1085240486,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-08-06,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),MEJIAM3 WEB LLENA SIN PARA Y SE ESCUCHA UN RUIDO FEO,BONILV1- P. NO LAVA C. ARNES RUÑIDO POR ROEDORES S. SE DEJ_PRESUPUESTO SOBRE EL ARNES W11217983,Servicio,Servicio,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Servicio - fauna nociva,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL92123160,2019-05-27,?,(?),2019/05,2019Q2,?,(?),2019,201921,2019-07-21,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL92123160,?,(?),?,(?),NUEVO LEON,2019-05-27,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
0.01,2019-11-15,2019/11,2019,JALISCO,45070,MX,Mexico (MX),2019-11-06,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),161,Damaged componets (161),APG,ALL PRODUCT GROUPS (APG),0.01,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085936874,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-11-08,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),HERNAM24 / / / REP CESAR PADILLA TEL 3316062088 / NO HACE CICLOS COMPLETOS / SE ESCUCHAN SONIDOS DE GOLPES DENTRO DEL EQUIPO EN CI,PADILJS- P- NO LLENA. SE REVISO FUNCIONA NORMAL,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL93139408,2019-08-05,?,(?),2019/08,2019Q3,?,(?),2019,201931,2019-10-30,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL93139408,?,(?),?,(?),NUEVO LEON,2019-08-26,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
181,2019-10-02,2019/10,2019,?,66367,?,(?),2019-09-28,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,181,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1085623577,SC,SERVICE CALL (SC),74776,74776 (74776),?,UNKNOWN (?),2019-09-30,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),GAMEZE3 - EQUIPO GOLPEADO // LAVADORA GOLPEADA DE LAMINA DE LADO DERECHO Y FRENTE // ENVIAR TÉCNICO ENVIAR TÉCNICO. PRLEMA: DAÑ,P. EQUIPO GOLPEADO C. EQUIPO GOLPEADO EN TRAYECTO S. SE REVISO EQUIPO_ CLIENTE LO REVISAR�? CON MUEBLERIA,Servicio,Servicio,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Servicio - transporte,8MWTW1999EI2,8MWTW1999EI2 (8MWTW1999EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1999EI:HL92909716,2019-07-22,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-09-16,8MWTW1999EI,LAV. AUTOMATICA NE (8MWTW1999EI),HL92909716,?,(?),?,(?),NUEVO LEON,2019-07-22,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
163.3,2019-06-05,2019/06,2019,NAYARIT,63940,MX,Mexico (MX),2019-05-28,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),4x,No problem found (4x),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,163.3,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),93,NO PROB FOUND (93),NAR,North America (NAR),N,0,1084798088,SC,SERVICE CALL (SC),47611,47611 (47611),?,UNKNOWN (?),2019-06-02,?,NOT APPLICABLE (?),464030199,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),SE DESPROGRAMA,P. SE DESPROGRAMA C.SIN FALLA S.SE LE DIO LA EXPLICACION DELAPARATO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL91890169,2019-05-06,?,(?),2019/05,2019Q2,?,(?),2019,201918,2019-05-24,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL91890169,?,(?),?,(?),GUANAJUATO,2019-05-11,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
